Gene	SRR6926216	SRR6926217	SRR6926218	SRR6926219	SRR6926220	SRR6926221	SRR6926222	SRR6926223	SRR6926224	SRR6026765	SRR6026766	SRR6026770	SRR6026771	SRR6026772
TIMM10	8735	11641	10057	7993	7123	8718	17293	13214	15304	28428	35491	30378	37352	29536
TIMM10B	15565	17243	20230	25966	21259	21868	23628	24075	26447	39238	53431	58002	55246	51450
TIMM13	23980	22706	27781	23558	21681	28865	31215	20512	25869	160300	161195	137968	149118	124414
TIMM17A	31930	34637	40481	89945	78433	89419	45731	47829	51848	56027	46033	30119	48976	49129
TIMM17B	19201	24013	25662	27872	25408	37945	44806	28624	28766	83266	100073	75414	81213	68086
TIMM21	11536	11001	13313	13152	9860	13322	15902	12924	16100	30068	23465	14342	25612	24154
TIMM23	27235	29340	36588	41298	34415	38743	39159	31125	34354	77399	81555	75270	81107	74000
TIMM23B	1424	1550	2136	1849	1529	2721	1527	2916	3381	5792	7205	11953	8753	7922
TIMM29	4301	4387	5245	4191	3836	5323	6736	4997	4446	47855	55524	61178	54106	48611
TIMM44	16187	18370	19072	18619	17415	18772	26896	24841	29169	70448	71431	91622	112392	103161
TIMM50	40872	44222	48009	34359	30419	34684	57196	42751	51122	346288	340248	283574	410574	339247
TIMM8A	7580	10360	12263	9158	7496	9085	7569	8056	8212	20070	16874	15655	18906	16101
TIMM8B	14722	17223	18650	19835	17162	20143	21288	15405	20218	60562	73452	39470	50124	40932
TIMM8BP2	250	684	502	742	772	821	853	293	785	4198	4223	2611	3072	1780
TIMM9	12340	14322	17966	17879	17515	17335	30815	28624	31820	15241	20502	23679	20731	20734
TIMMDC1	20875	21462	24742	25412	21270	24057	37339	32965	40400	49100	59886	52973	53172	44921
TIMP1	123478	138108	156840	197042	180378	195935	240483	163918	181438	108559	168299	108743	99403	79404
TIMP2	490711	505365	604211	533804	495965	468571	291740	374030	446608	189021	233537	134258	124811	121523
TIMP3	27592	28671	33827	33318	26445	30125	42680	50956	62061	32970	67662	77872	47853	55312
TINAGL1	6749	5588	7184	9726	8711	8726	5221	4987	6298	529	2778	2775	5452	5151
TINF2	10809	10929	12019	15018	14122	15624	16970	15647	18355	28398	49544	56065	31202	27662
TIPARP	38249	44713	47108	53582	44533	46916	31279	42538	46825	24944	24289	61094	77786	93897
TIPIN	12392	12422	14485	12131	9783	12335	15465	11559	15679	26199	24199	25810	29545	26163
TIPRL	34320	38132	47868	59343	49978	55339	44582	52051	55467	52402	55197	52168	66138	73019
TIRAP	2584	2759	3174	3572	3298	3204	2686	3277	5355	13175	18210	17066	12691	10386
TJAP1	14890	13572	15544	15078	14375	13966	18193	16779	21407	67244	95721	134493	90492	86145
TJP2	20550	21783	29286	18434	17356	18568	9210	12135	13761	89384	95613	103353	98030	110837
TK1	87206	94094	99941	66600	57379	63014	61344	48211	53635	118878	154344	164231	170438	158862
TK2	7553	6868	8418	9588	8495	8044	9278	10356	12298	28324	31311	32285	31342	27937
TKFC	21552	22872	25510	21204	18062	20707	26948	23188	26521	46027	59254	41515	55353	39371
TKT	457305	481508	553724	483306	422022	460891	400452	332446	409062	283006	348052	365138	340787	284662
TLCD1	5917	6160	6815	6424	7813	6301	7872	7168	8504	19399	32176	31037	16172	15030
TLDC1	9436	10436	12166	13926	11895	14299	14640	17267	22623	35143	35265	36261	33527	31653
TLDC2	3307	3079	4564	2817	3026	4107	1950	2291	2898	2384	3930	2194	2458	2094
TLE1	10713	11627	12511	9449	7093	8629	7743	8986	8293	99620	139649	192868	113281	103381
TLE2	13713	13597	16309	8309	6900	8776	7322	6410	7267	34548	32002	18943	18230	16544
TLE3	56924	58068	70108	51979	47171	57348	31900	33386	45125	290905	307292	300282	270071	242749
TLE4	12899	11716	14550	12963	10313	11039	8637	14804	14179	74769	93923	87281	53009	57985
TLE6	400	727	921	1137	738	889	1379	689	767	1352	1481	1818	917	949
TLK1	30994	30564	40231	30695	27728	29809	25462	37675	39980	25358	26942	32280	32884	37528
TLK2	17929	17669	23029	18446	19857	19267	23692	27056	27735	16855	21550	27696	25740	27588
TLN1	145881	140101	172706	191577	179702	176434	85019	106921	131133	470776	592403	556519	617675	534655
TLN2	33839	29862	36880	23370	22312	20936	25449	39683	56868	15032	13081	14645	11212	10767
TLR3	3000	2475	3228	2748	4012	3169	1400	1750	2484	165	754	408	359	473
TLX3	5171	5524	5191	6983	6734	9364	9240	8094	8549	11284	15211	16713	14334	14648
TM2D1	6239	7217	8199	11028	9982	11000	8226	7345	7457	21843	25100	22708	19642	20708
TM2D2	10785	11865	11058	18802	14291	14785	15126	14426	15215	23231	25426	20563	22325	20871
TM2D3	11338	10635	14176	12988	13062	14612	7197	5884	9511	59667	60792	39269	38370	37520
TM4SF19-TCTEX1D2	200	650	319	484	284	183	1232	830	1285	737	1165	1187	1241	1493
TM6SF1	524	810	569	516	500	876	150	671	355	2745	3017	2945	3148	5010
TM7SF2	1097	1553	844	957	1101	562	3921	1711	2585	65120	83277	61111	29956	28139
TM7SF3	59135	63496	74942	64348	51807	59813	47646	52230	55213	84597	94835	59839	60808	54365
TM9SF1	22975	23181	27374	50772	45714	40906	34021	34220	39293	49885	82063	80652	59088	51142
TM9SF2	130500	133450	155818	255568	228905	234593	159271	188593	204417	112867	113156	81959	107029	112011
TM9SF3	130799	127530	167240	266458	245756	252397	109822	157299	168427	111508	100940	86590	113185	128015
TM9SF4	46222	49066	55506	56024	50004	50520	46848	50944	66144	76643	102502	124562	98646	87213
TMA16	12888	14126	18889	16335	16476	18146	12102	15029	14832	9919	11180	12217	13995	16305
TMA16P2	544	542	542	891	891	757	272	400	692	490	527	860	748	398
TMA7	21252	22004	25059	25464	22955	22756	16953	13284	14865	16903	24250	15736	15439	15176
TMBIM1	34693	34964	40100	46795	36833	44274	55317	57615	69824	41370	60913	56612	46559	43508
TMBIM4	17415	18586	23806	23447	20274	26576	26191	24265	25999	62921	71399	45848	55539	55578
TMBIM6	404459	429697	497758	549850	500083	516666	458466	504523	585533	748887	929736	601389	732797	672634
TMC5	1127	1393	1663	1199	1397	1822	1414	1493	1836	1838	2209	1844	1626	1320
TMC6	1766	1727	1991	1159	640	1465	2030	1721	2264	17910	20259	16741	13392	12151
TMC7	3285	2464	3950	3629	3413	3036	3614	3552	4449	5822	8664	9418	8807	9015
TMCC1	11665	10545	14002	11992	10668	11310	8419	10422	13039	16800	19182	16623	12898	15462
TMCC2	1246	1440	1782	1635	1426	1941	400	1200	1096	29811	34940	28782	19930	19809
TMCC3	100	150	50	100	150	300	250	198	400	15152	12347	16213	14960	17862
TMCO1	57825	58293	72528	119080	101837	110000	75154	79256	85994	89751	104936	68751	78064	80805
TMCO3	31186	35618	40301	140653	130385	129093	35214	52576	58432	58544	60580	40345	39523	42402
TMCO4	9144	9000	9503	8753	6311	9321	14140	11120	13235	6962	8550	11191	11798	9733
TMCO6	5183	5421	6448	5581	4031	4837	4082	3305	3671	12865	18369	23187	13554	14200
TMED1	9527	8135	9243	12643	10577	12839	11706	7770	9183	40346	53729	46713	46107	43264
TMED10	100883	110360	129597	292121	260846	275139	164547	200310	235366	134745	138614	108131	119937	118438
TMED2	109514	119243	139807	426791	381701	407492	214071	263897	283838	290538	281469	215668	283207	282377
TMED3	37811	41007	42293	75259	68473	78712	56781	41666	47535	99541	124183	109300	117615	93721
TMED4	29388	30896	34242	46519	44107	44340	29570	28651	35570	217592	245283	173170	184089	167262
TMED5	33436	30415	42953	92349	81014	84241	50790	62062	60949	54556	58791	58251	79385	87483
TMED7	71032	74346	92092	305464	270548	258169	94265	149333	149224	71433	70913	79678	109478	114918
TMED7-TICAM2	20099	19658	25766	74254	65385	63542	14885	34350	35264	34209	32543	34691	47927	48137
TMED8	16651	19518	25328	15930	15243	14481	7449	17468	23139	45741	60410	50015	35442	44385
TMED9	54580	59456	63472	287402	247427	298337	88232	83845	98924	148429	178680	157083	179328	152357
TMEFF1	1746	1523	2232	1836	1871	1657	1457	2609	2342	21596	19602	17901	17487	19369
TMEM101	14032	16756	17606	21432	17507	19444	18486	18930	21818	42406	66462	72452	57840	50027
TMEM102	2539	4095	3781	3576	3074	3732	3606	2743	3426	11364	12557	10984	7186	6619
TMEM104	8759	11609	13002	18453	18963	17664	10623	11339	13872	64012	82051	61315	50100	46480
TMEM106B	42668	39756	56604	50575	52066	44811	31701	55158	57130	30164	35362	31142	36772	44718
TMEM106C	115190	121662	143777	125185	102918	110242	109748	97433	107460	181979	217785	156864	160990	138868
TMEM107	5387	6731	6370	7665	5105	5858	4450	4726	4349	17298	23286	15914	13345	11773
TMEM109	48119	53908	60913	49296	45779	51612	31240	26936	34421	86906	118136	94108	90232	78806
TMEM11	16845	16383	19853	19195	14368	15540	24844	17156	20170	69600	83726	109102	94127	91028
TMEM110	11758	11742	12996	12913	13633	12593	9680	10867	15392	55647	59878	39196	33031	31225
TMEM110-MUSTN1	11077	11150	12659	12064	12638	11405	8973	10177	15222	54636	58566	39039	33456	31450
TMEM115	27589	29747	32158	37673	34977	41598	52232	39294	47634	80104	99055	93740	86084	72266
TMEM116	1049	1770	1376	1828	2063	1995	3899	4333	3965	7813	8365	8238	10222	6997
TMEM117	4890	5471	5830	5023	3536	3928	4939	5771	6694	15019	13996	13036	12712	13143
TMEM120A	6346	5726	6087	12995	9385	10567	9671	6390	7731	27368	33824	31694	24913	22944
TMEM120B	69773	74054	87066	85367	76854	84346	107460	99165	123018	45477	60352	42829	41138	41696
TMEM121	250	600	444	495	200	350	550	350	450	10366	10409	6153	4200	3864
TMEM123	108259	107606	142879	113958	101569	101132	50791	77920	91199	104561	108246	80649	100415	124448
TMEM126A	9319	10469	11854	11626	10717	11689	18641	17488	17474	10259	12649	9350	11320	9598
TMEM126B	19547	21332	26445	18095	18048	19545	25293	25949	28926	16758	19857	14489	20230	22725
TMEM127	37113	36982	44995	46279	43843	46925	40248	46973	55182	103382	131061	90917	88486	72751
TMEM128	3824	4934	4149	3269	3031	1897	7854	7594	8991	9273	9757	11123	11307	11201
TMEM129	3884	5385	4972	3867	3292	4552	7998	6930	8032	93141	109583	94541	81819	68872
TMEM131	25098	27824	31321	41224	39106	38253	23954	34260	39664	46920	49269	49545	43196	45623
TMEM132A	32357	34343	36450	37368	33991	39694	25451	16999	23169	96556	139940	74946	77130	71429
TMEM134	5267	5945	6843	9247	7329	8351	13585	8367	11827	25590	31459	24388	22237	17936
TMEM135	9863	9950	12497	14650	12272	12239	10896	14326	16201	17710	15816	19041	14862	17349
TMEM136	3261	4222	4681	5791	3715	4568	5527	6078	8322	16592	20376	18599	18209	17601
TMEM138	10917	11237	12112	10400	10557	9393	13941	14514	16693	27229	36767	44028	34992	32831
TMEM140	4912	5591	7472	5662	4493	4822	8442	9588	12548	35524	35967	31242	31085	29011
TMEM141	8757	9934	10520	10974	9337	13130	21098	14494	18703	32846	51764	43393	28100	25079
TMEM143	4763	4201	4430	7372	7104	7902	5339	5166	4674	22856	26119	28022	26645	23489
TMEM144	1892	2295	2520	2270	2241	2195	1820	1328	2227	2513	2031	2222	3160	3389
TMEM145	100	100	167	150	13	250	200	350	244	6739	5073	4277	3712	3102
TMEM147	32025	33767	36635	42449	36530	38250	43549	32888	39107	255530	238455	166079	207628	178179
TMEM147-AS1	2034	1945	2075	2652	2186	1704	3576	3141	3667	79274	79181	67444	76830	66598
TMEM14A	16548	18087	20016	23876	21521	22969	10081	11052	13432	18660	27332	14672	11873	12279
TMEM14B	38382	37923	44427	41431	36724	38336	59013	47518	60203	40995	50591	34590	32431	28518
TMEM14C	70527	76679	89380	90838	79382	83573	119912	99572	113074	81317	102922	78240	79285	69127
TMEM14DP	12646	13777	15104	16554	13690	15065	17355	14038	19343	5990	7246	4813	4349	3846
TMEM150A	1576	2287	2540	2214	1397	1569	3486	2839	4019	12753	14462	14642	10403	8665
TMEM151B	545	737	827	563	630	977	261	500	638	7319	7150	7421	6721	4675
TMEM154	1994	1540	1807	2145	1699	1578	3336	5099	5694	340	510	498	991	1288
TMEM158	33260	43874	43640	27019	23901	32508	28910	26340	32445	14074	18528	9283	9770	8747
TMEM159	1331	1645	1350	1443	1085	1092	6873	7254	7556	7110	10552	9684	8512	7303
TMEM160	8269	11191	10275	11396	9995	13828	10029	6104	8124	62818	65211	40694	48430	36037
TMEM161A	18732	21484	21066	21219	19378	24119	25628	22603	23794	63464	70792	69729	60165	54024
TMEM161B	5876	6310	7731	8596	6599	5876	5850	8786	10754	11401	13419	18060	18202	20745
TMEM161B-AS1	1758	2138	2943	2771	2998	3705	3656	4548	4056	5692	6508	5960	7415	8086
TMEM164	19505	21660	25357	23074	20626	17294	10060	16742	18398	123606	118571	82184	81412	71165
TMEM165	35400	40875	44381	84480	70515	81043	40462	46162	49416	51390	50020	38798	31261	37826
TMEM167A	31922	28987	39370	61918	50789	57080	39528	44171	48979	63791	58220	39671	52892	57597
TMEM167B	7804	8338	12081	16406	13440	15296	20997	26689	28121	19931	19602	19309	22604	25274
TMEM168	6248	7728	9702	6540	6179	5939	5638	7251	8243	18882	12425	9229	16077	18033
TMEM17	808	1300	1143	1025	1026	1248	1093	1245	1943	5687	7762	4919	5154	4295
TMEM170A	4578	4410	6206	5476	4885	6043	4324	5292	7792	34188	48937	36649	38211	39538
TMEM170B	6699	5693	8147	5245	4489	4399	5446	9531	9191	56782	52405	43310	37212	42086
TMEM173	9431	8229	10692	13797	12231	13102	12642	9853	11409	41754	30729	27589	29026	24203
TMEM175	6245	6094	7114	13487	10178	13227	8389	6313	7430	13428	16999	17093	12620	11561
TMEM177	3237	2495	3123	2392	2044	2343	3651	2746	3348	22189	24551	29033	21040	19015
TMEM179B	12677	14976	16320	23773	19382	19064	24870	17131	20012	67698	91152	64418	50927	45087
TMEM18	11435	11155	13415	18498	15721	17539	22344	18732	20666	43362	44724	61983	57740	52163
TMEM181	22399	22178	29586	36030	31967	30792	15832	22885	26482	76269	71828	66056	62423	69867
TMEM182	1990	1348	1765	2844	1598	1714	3975	5149	6577	2596	3024	5246	4181	6050
TMEM183A	53330	57764	63527	58667	51842	56003	49033	53851	58065	26726	28452	23762	21917	20135
TMEM184A	12164	13577	14981	22841	17742	24510	32020	25490	33088	11003	22466	21973	21439	24335
TMEM184B	48436	51231	57260	68535	58136	74205	60654	58513	73909	142725	182062	130079	106824	93585
TMEM184C	36353	37744	47994	50246	43392	42433	54526	61128	73010	14136	19378	20654	25549	27194
TMEM185A	2742	2228	2602	3789	4041	3469	2446	2569	3673	18421	20904	21267	15980	13512
TMEM185B	11195	11288	14992	8942	8292	8884	8349	9393	10577	38998	47432	38260	32865	28142
TMEM186	7332	6702	9860	9134	7533	7665	9017	7398	7943	14298	19174	26411	25440	22709
TMEM187	5033	7776	7489	10137	8769	10545	5150	4443	3986	8095	12509	10981	5649	5603
TMEM189	38256	42972	48145	51767	49317	55003	38241	36737	44838	68251	92459	50998	45497	36539
TMEM189-UBE2V1	115093	122073	151130	142883	125950	138153	110829	114505	121894	116231	165379	102568	84661	83893
TMEM19	14402	13605	18169	11995	10575	9973	8543	11874	14273	82690	68654	32081	33178	37487
TMEM192	6383	5725	7943	7152	5213	5867	4815	8008	8476	26635	25344	22196	27189	26564
TMEM198	50	109	266	619	921	1124	1396	899	1099	11796	12680	12048	9763	9049
TMEM198B	962	1049	839	500	595	550	1224	1050	1787	18254	25155	21845	14655	14348
TMEM199	8111	10808	10356	9660	8152	8896	18055	17503	17275	47657	58982	55851	56570	50134
TMEM2	9731	11958	12339	14898	14982	13602	4584	6961	9507	126828	153999	67660	65356	65981
TMEM200B	8276	10054	11110	11862	9724	12417	12073	8232	10595	28248	26106	26768	27702	27481
TMEM200C	100	95	200	50	50	100	500	296	400	37390	31900	24263	29412	27269
TMEM201	36083	39736	40158	28983	25061	27061	13454	14910	20176	109305	116891	115044	102978	88786
TMEM203	28319	28832	30770	24587	24614	25915	37592	33529	34778	119090	146925	121363	122313	95737
TMEM205	7878	8948	9834	14893	16004	16408	20420	15636	14394	52200	70483	48159	46829	39416
TMEM206	8496	9533	9165	10301	7661	9758	12738	12614	15766	21592	25209	35900	33213	30589
TMEM208	6489	7271	8861	16818	12914	18273	17683	12308	15707	35940	41656	37079	36668	33024
TMEM209	23191	28066	31969	26918	26269	22150	32230	45148	46459	30143	28789	28873	35247	39957
TMEM214	32880	37492	40824	106997	102212	105513	56414	50787	60214	89159	107202	143565	116467	106943
TMEM216	4732	4114	4571	4597	3584	3908	5351	5305	7613	17400	23837	25231	22340	18612
TMEM217	353	364	400	586	300	657	1346	1604	2111	3596	4833	6082	4700	4522
TMEM218	5762	4801	5232	8181	7425	8208	6577	6979	8213	17151	22452	18424	19499	16416
TMEM219	22940	25349	27666	31065	25899	26476	40257	33596	36038	38157	47719	34045	30531	24320
TMEM222	12146	13785	15813	18258	16100	19415	20964	15699	19298	70144	79141	91236	85029	71477
TMEM223	17128	18711	19031	24706	20319	20207	31375	20837	23393	46005	61627	54106	43814	40170
TMEM230	16599	20354	23416	35389	31227	32091	21891	23955	23402	122237	154885	94305	101083	99868
TMEM231	5380	4692	4597	7379	5753	5897	7909	7693	9177	18070	20222	22778	19088	17228
TMEM234	3265	3636	3920	5541	3957	5381	10918	8536	11131	7946	13958	14308	8785	8217
TMEM237	30728	30750	37127	26432	25991	25679	27188	32422	34003	58534	57698	41107	50980	55390
TMEM241	5679	6465	7510	10323	8636	9421	4684	6398	7421	13295	19918	20080	19673	18037
TMEM242	6230	7128	7964	8902	7357	7986	7960	9463	8287	19161	20681	25019	22598	28340
TMEM243	6497	8459	9049	12332	10961	13036	12128	10373	10374	24194	26834	25376	22833	28402
TMEM245	50996	47086	56496	65278	60511	54395	31827	51758	58100	146005	147546	117226	106690	117583
TMEM246	14862	14281	15834	18325	17103	18140	17325	19994	21077	48076	68354	59557	48263	46414
TMEM248	57234	54804	70506	91430	81433	84718	44668	51535	60076	113332	130355	87904	93750	95522
TMEM25	4952	5697	6370	5713	5334	4163	6443	5761	5994	52586	59234	50083	43686	41637
TMEM254	5451	4088	5228	4859	4493	4851	7187	7585	8692	31237	30797	24468	30320	28351
TMEM256	8185	10225	9053	11286	11274	12690	14693	9585	11800	46845	69706	52234	38788	29386
TMEM256-PLSCR3	14195	15099	16218	18220	14353	14970	21393	17650	18564	28035	39189	32702	23188	20807
TMEM258	26833	29713	34193	55523	46412	54119	37471	28981	36962	74106	103937	71180	70607	58343
TMEM259	23860	23193	27442	34484	30028	37676	23372	21020	26181	237846	278172	255115	206665	201582
TMEM260	3297	3810	4530	3911	4053	4348	3860	4911	5514	11961	11014	15345	13053	13694
TMEM261	14261	16070	17614	13168	14424	15086	13462	9230	11693	48194	70662	47228	52996	46159
TMEM262	13206	13557	16049	27053	23416	27895	37918	26048	30309	22669	35676	41317	38125	29818
TMEM263	29622	28692	40896	66872	60923	65738	55770	62265	61365	44725	45963	48414	51833	65208
TMEM265	1303	1349	1536	1546	1085	1712	2308	2070	2000	12260	11613	12558	6934	7753
TMEM267	11309	12221	14089	12469	10444	12233	20885	23880	25471	12542	10297	8100	18204	20160
TMEM268	11631	13734	14319	12364	12497	11769	23277	26463	30065	43833	50703	59943	77789	68080
TMEM269	183	196	151	214	154	231	338	373	664	2959	4280	3361	3326	3585
TMEM30A	55488	60194	69733	89966	83884	79036	45017	70449	76319	117664	131999	104886	118150	141777
TMEM33	64036	63243	78674	83782	69919	74207	53552	70735	82220	51145	61872	48025	51758	63758
TMEM35B	3120	3439	3726	3181	3177	3227	5282	5069	5016	7898	12334	9704	8887	8275
TMEM37	300	250	398	500	498	649	200	50	50	5951	8257	5558	3667	2664
TMEM38A	6282	8675	10078	7483	7960	6809	6330	5399	7926	7247	14394	11473	6251	6020
TMEM38B	16901	16784	22665	18036	15205	17577	10346	19016	15493	48720	55485	39754	45412	54547
TMEM39A	12429	10441	11686	45251	39753	43081	21304	26166	27180	16483	19538	31429	27161	27407
TMEM39B	11192	12342	13722	12318	9794	11995	12999	11709	13636	19914	25659	35600	24728	27107
TMEM41A	24366	28062	31955	32518	27055	28272	30598	31530	34803	35433	41849	36163	35988	31012
TMEM41B	17726	17256	23790	35620	31059	33931	22963	36056	41834	29811	39434	49972	49756	52444
TMEM42	2937	2911	3528	3116	3415	3194	7594	5767	6416	8235	8250	9595	7988	6415
TMEM43	50780	54326	63865	79198	71848	81064	89597	105797	122379	94416	89971	79712	101796	92362
TMEM44	3142	3407	4214	2912	2418	2402	3596	3236	2759	9273	15369	15882	9716	9264
TMEM44-AS1	846	744	1337	1559	1337	966	3130	3574	3064	5020	5735	5768	6092	4522
TMEM45A	20232	21219	21066	89328	83363	87302	39559	45986	44776	5702	6495	4306	4148	5465
TMEM45B	2414	2998	2327	6795	4954	5531	8991	6952	10086	1832	3000	2685	4244	4814
TMEM47	4442	4092	5986	13301	11514	12441	11195	14578	13792	74040	74800	67908	46437	46477
TMEM5	8981	6737	11388	11269	10468	11295	11052	11503	14359	17685	16994	15681	15917	16701
TMEM50A	45145	48170	58548	61370	48392	55346	56591	53655	64186	97920	97255	60945	69862	72476
TMEM51	344	493	600	333	290	250	594	700	596	12368	11465	13845	12667	12368
TMEM53	10108	10779	13035	10134	8979	11163	9935	11145	11525	28795	34133	33021	29374	24671
TMEM54	4677	5055	6629	3634	3785	3829	10030	8833	9331	18625	21032	14500	16215	13846
TMEM55A	3991	4741	5304	5733	5872	5863	5323	5518	6425	7466	6826	6597	5631	6932
TMEM55B	11041	12443	13484	13595	12110	13369	13487	11554	14745	37040	55498	73868	52272	46796
TMEM56	12148	13600	17773	14951	15485	15216	9230	13466	15019	26595	24962	20927	25002	36478
TMEM56-RWDD3	4048	4328	4625	3823	4544	4800	4961	5224	5266	9890	9392	9289	9878	11772
TMEM57	17593	18753	21872	38970	36752	39517	36426	42585	43720	32348	33674	37700	33342	36944
TMEM59	65086	69618	80777	123830	111929	117672	90412	91119	109358	100475	120871	88585	86294	86695
TMEM60	3902	2896	4585	2582	2548	3435	3593	2093	3697	14520	21018	10828	10239	10014
TMEM62	11221	12921	14402	13941	14489	14500	15179	15732	19226	21428	25294	39087	32051	29767
